[12:01:55] [info] Shaddock: Creating window Shaddock Editor (1280, 720)
[12:01:56] [info] Shaddock: OpenGL Information:
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:14] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = -858993460
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:15] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 50
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:16] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:17] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:18] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:19] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = -858993460
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:20] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:21] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:22] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:27] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
[12:03:28] [warning] Shaddock: PixelData = 1036831949
